       MD      Carbon(%)    ASH(%)       H2O(%)       BUMO(Gpa)    SHMO(Gpa)    STRN(Gpa)    POIS         VELP(KM/S)   VELS(KM/S)   LLV(mV)
  391.65       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   391.7       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  391.75       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   391.8       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  391.85       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   391.9       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  391.95       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
     392       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  392.05       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   392.1       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  392.15       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   392.2       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  392.25       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   392.3       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  392.35       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   392.4       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  392.45       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   392.5       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  392.55       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   392.6       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  392.65       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   392.7       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  392.75       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   392.8       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  392.85       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   392.9       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  392.95       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
     393       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  393.05       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   393.1       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  393.15       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   393.2       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  393.25       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   393.3       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  393.35       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   393.4       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  393.45       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   393.5       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  393.55       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   393.6       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  393.65       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   393.7       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  393.75       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   393.8       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  393.85       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   393.9       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  393.95       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
     394       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  394.05       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   394.1       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  394.15       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   394.2       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  394.25       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   394.3       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  394.35       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   394.4       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  394.45       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   394.5       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  394.55       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   394.6       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  394.65       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   394.7       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  394.75       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   394.8       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  394.85       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   394.9       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  394.95       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
     395       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  395.05       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   395.1       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  395.15       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   395.2       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  395.25       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   395.3       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  395.35       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   395.4       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  395.45       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   395.5       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  395.55       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   395.6       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  395.65       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   395.7       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  395.75       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   395.8       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  395.85       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   395.9       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  395.95       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
     396       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  396.05       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   396.1       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  396.15       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   396.2       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  396.25       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   396.3       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  396.35       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   396.4       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  396.45       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   396.5       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  396.55       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   396.6       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  396.65       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   396.7       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  396.75       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   396.8       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  396.85       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   396.9       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  396.95       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
     397       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  397.05       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   397.1       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  397.15       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   397.2       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  397.25       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   397.3       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  397.35       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   397.4       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  397.45       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   397.5       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  397.55       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   397.6       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  397.65       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   397.7       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  397.75       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   397.8       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  397.85       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   397.9       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  397.95       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
     398       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  398.05       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   398.1       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  398.15       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   398.2       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  398.25       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   398.3       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  398.35       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   398.4       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  398.45       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   398.5       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  398.55       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   398.6       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  398.65       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   398.7       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  398.75       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   398.8       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  398.85       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   398.9       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  398.95       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
     399       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  399.05       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   399.1       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  399.15       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   399.2       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  399.25       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   399.3       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  399.35       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   399.4       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  399.45       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   399.5       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  399.55       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   399.6       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  399.65       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   399.7       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  399.75       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   399.8       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  399.85       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   399.9       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  399.95       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
     400       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  400.05       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   400.1       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  400.15       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   400.2       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  400.25       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   400.3       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  400.35       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   400.4       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  400.45       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   400.5       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  400.55       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   400.6       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  400.65       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   400.7       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  400.75       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   400.8       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  400.85       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   400.9       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  400.95       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
     401       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  401.05       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   401.1       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  401.15       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   401.2       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  401.25       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   401.3       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  401.35       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   401.4       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  401.45       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   401.5       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  401.55       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   401.6       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  401.65       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   401.7       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  401.75       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   401.8       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  401.85       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   401.9       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  401.95       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
     402       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  402.05       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   402.1       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  402.15       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   402.2       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  402.25       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   402.3       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  402.35       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   402.4       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  402.45       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   402.5       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  402.55       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   402.6       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  402.65       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   402.7       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  402.75       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   402.8       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  402.85       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   402.9       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  402.95       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
     403       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  403.05       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   403.1       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  403.15       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   403.2       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  403.25       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   403.3       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  403.35       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   403.4       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  403.45       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   403.5       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  403.55       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   403.6       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  403.65       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   403.7       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  403.75       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   403.8       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  403.85       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   403.9       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  403.95       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
     404       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  404.05       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   404.1       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  404.15       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   404.2       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  404.25       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   404.3       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  404.35       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   404.4       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  404.45       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   404.5       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  404.55       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   404.6       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  404.65       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   404.7       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  404.75       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   404.8       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  404.85       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   404.9       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  404.95       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
     405       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  405.05       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   405.1       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  405.15       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   405.2       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  405.25       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   405.3       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  405.35       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   405.4       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  405.45       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   405.5       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  405.55       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   405.6       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  405.65       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   405.7       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  405.75       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   405.8       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  405.85       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   405.9       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  405.95       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
     406       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  406.05       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   406.1       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  406.15       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   406.2       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  406.25       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   406.3       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  406.35       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   406.4       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  406.45       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   406.5       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  406.55       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   406.6       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  406.65       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   406.7       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  406.75       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   406.8       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  406.85       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   406.9       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  406.95       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
     407       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  407.05       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   407.1       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  407.15       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   407.2       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  407.25       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   407.3       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  407.35       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   407.4       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  407.45       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   407.5       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  407.55       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   407.6       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  407.65       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   407.7       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
  407.75       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
   407.8       900000       900000       900000       900000       900000       900000       900000       900000       900000       900000
