         MD LLA(mA)   LLS(ohm*m)  MSFL(ohm*m)    LLD(ohm*m)  AR(ohm*m)   devi(deg)   Azi(deg)    GR(API)     GPA(pA/kg)  SP(mV)
      342.45    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       342.5    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      342.55    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       342.6    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      342.65    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       342.7    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      342.75    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       342.8    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      342.85    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       342.9    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      342.95    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
         343    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      343.05    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       343.1    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      343.15    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       343.2    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      343.25    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       343.3    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      343.35    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       343.4    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      343.45    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       343.5    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      343.55    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       343.6    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      343.65    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       343.7    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      343.75    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       343.8    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      343.85    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       343.9    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      343.95    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
         344    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      344.05    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       344.1    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      344.15    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       344.2    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      344.25    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       344.3    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      344.35    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       344.4    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      344.45    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       344.5    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      344.55    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       344.6    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      344.65    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       344.7    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      344.75    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       344.8    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      344.85    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       344.9    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      344.95    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
         345    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      345.05    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       345.1    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      345.15    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       345.2    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      345.25    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       345.3    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      345.35    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       345.4    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      345.45    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       345.5    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      345.55    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       345.6    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      345.65    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       345.7    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      345.75    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       345.8    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      345.85    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       345.9    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      345.95    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
         346    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      346.05    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       346.1    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      346.15    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       346.2    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      346.25    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       346.3    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      346.35    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       346.4    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      346.45    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       346.5    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      346.55    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       346.6    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      346.65    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       346.7    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      346.75    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       346.8    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      346.85    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       346.9    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      346.95    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
         347    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      347.05    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       347.1    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      347.15    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       347.2    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      347.25    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       347.3    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      347.35    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       347.4    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      347.45    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       347.5    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      347.55    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       347.6    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      347.65    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       347.7    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      347.75    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       347.8    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      347.85    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       347.9    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      347.95    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
         348    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      348.05    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       348.1    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      348.15    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       348.2    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      348.25    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       348.3    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      348.35    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       348.4    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      348.45    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       348.5    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      348.55    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       348.6    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      348.65    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       348.7    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      348.75    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       348.8    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      348.85    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       348.9    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      348.95    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
         349    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      349.05    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       349.1    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      349.15    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       349.2    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      349.25    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       349.3    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      349.35    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       349.4    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      349.45    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       349.5    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      349.55    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       349.6    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      349.65    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       349.7    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      349.75    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       349.8    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      349.85    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       349.9    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      349.95    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
         350    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      350.05    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       350.1    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      350.15    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       350.2    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      350.25    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       350.3    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      350.35    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       350.4    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      350.45    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       350.5    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      350.55    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       350.6    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      350.65    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       350.7    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      350.75    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       350.8    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      350.85    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       350.9    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      350.95    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
         351    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      351.05    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       351.1    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      351.15    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       351.2    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      351.25    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       351.3    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      351.35    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       351.4    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      351.45    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       351.5    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      351.55    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       351.6    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      351.65    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       351.7    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      351.75    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       351.8    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      351.85    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       351.9    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      351.95    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
         352    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      352.05    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       352.1    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      352.15    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       352.2    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      352.25    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       352.3    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      352.35    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       352.4    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      352.45    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       352.5    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      352.55    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       352.6    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      352.65    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       352.7    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      352.75    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       352.8    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      352.85    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       352.9    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      352.95    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
         353    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      353.05    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       353.1    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      353.15    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       353.2    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      353.25    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       353.3    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      353.35    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       353.4    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      353.45    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       353.5    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      353.55    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       353.6    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      353.65    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       353.7    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      353.75    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       353.8    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      353.85    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       353.9    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      353.95    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
         354    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      354.05    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       354.1    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      354.15    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       354.2    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      354.25    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       354.3    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      354.35    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       354.4    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      354.45    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       354.5    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      354.55    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       354.6    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      354.65    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       354.7    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      354.75    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       354.8    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      354.85    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       354.9    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      354.95    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
         355    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      355.05    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       355.1    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      355.15    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       355.2    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      355.25    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       355.3    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      355.35    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       355.4    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      355.45    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       355.5    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      355.55    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       355.6    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      355.65    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       355.7    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      355.75    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       355.8    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      355.85    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       355.9    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      355.95    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
         356    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      356.05    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       356.1    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      356.15    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       356.2    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      356.25    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       356.3    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      356.35    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       356.4    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      356.45    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       356.5    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      356.55    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       356.6    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      356.65    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       356.7    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      356.75    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       356.8    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      356.85    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       356.9    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      356.95    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
         357    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      357.05    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       357.1    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      357.15    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       357.2    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      357.25    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       357.3    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      357.35    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       357.4    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      357.45    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       357.5    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      357.55    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       357.6    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      357.65    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       357.7    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      357.75    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       357.8    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      357.85    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       357.9    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      357.95    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
         358    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      358.05    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       358.1    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      358.15    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       358.2    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      358.25    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       358.3    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      358.35    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       358.4    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      358.45    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       358.5    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      358.55    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       358.6    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      358.65    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       358.7    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      358.75    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       358.8    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      358.85    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       358.9    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      358.95    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
         359    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      359.05    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       359.1    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
      359.15    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
       359.2    900000      900000         900000      900000      900000      900000      900000      900000      900000      900000
